,date,year,month,account_link,name,avatar_link
16,2014.12,2014,12,https://reviews.yandex.ru/user/ze7zkdrrphhfuqufbz6jhyx6h0,vak,https://avatars.mds.yandex.net/get-yapic/24700/enc-ac77e708bf3eeb85fe0c1eb2dac05adfd733726ecc4a0453c3c5a8965aefa4e4/normal
17,2014.12,2014,12,https://reviews.yandex.ru/user/3mp2hbdxttu2bxj96b2jc86p7r,hipolyu,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
18,2014.12,2014,12,https://reviews.yandex.ru/user/m69nzkbcvcnt6kmj250cpdjntr,pyrk1,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
19,2014.12,2014,12,https://reviews.yandex.ru/user/yn6knj6gfducr6pwxnvuu3tujm,"!'\'""\""><h1>...",https://avatars.mds.yandex.net/get-yapic/41409/enc-7efe465cbbad022741327fffc614c4000bb394c61243b08c124e76fceda2e066/normal
20,2014.12,2014,12,https://reviews.yandex.ru/user/g88t8q2ezz2euwhx1pdtptrkdr,jaVasCript:/...,https://avatars.mds.yandex.net/get-yapic/47747/PaBs0y7bKD9sgJKxGUoxTsXxSuA-1/normal
21,2014.12,2014,12,https://reviews.yandex.ru/user/euj0tjpy9wn344wwvz4t1vf334,belen  <svg/...,https://avatars.mds.yandex.net/get-yapic/21493/enc-5ecbe1f6e25c7432e00b831879230496ebd21f0adffebfb4765b16de6f25426a/normal
22,2014.12,2014,12,https://reviews.yandex.ru/user/3zymjce89j5r9j931qttuhbqng,vapt.infosec,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
23,2014.12,2014,12,https://reviews.yandex.ru/user/pjcqu3vraynb49k5bak2h4g2cg,"'""></script>...",https://avatars.mds.yandex.net/get-yapic/21493/enc-0c3a4e555c1907a530c8c25bc2dfc6fcecf7ad62ca47f5ca8d54c29a7eec3d3f/normal
24,2014.12,2014,12,https://reviews.yandex.ru/user/caybcz29yhyxkam6fr60z5b1m8,abdullah,https://avatars.mds.yandex.net/get-yapic/28439/j26ZOs1S6o6ABeLUfIOzYd0Q4qY-1/normal
25,2014.12,2014,12,https://reviews.yandex.ru/user/416fnmy9a1v235f0r0b7vgnd6w,pokki pokki1,https://avatars.mds.yandex.net/get-yapic/51381/enc-0809948acccad1b4999c27303e33fbb2d4782c86ba8d7be3dfc7af67d479cd1d/normal
26,2014.12,2014,12,https://reviews.yandex.ru/user/657fke6egw5fy9n4zzaz22dwc0,mauro.gentile,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
27,2014.12,2014,12,https://reviews.yandex.ru/user/jb27uy8qf3d6ec6jx3qv0v0fcr,Karim Valiev,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
28,2014.12,2014,12,https://reviews.yandex.ru/user/a1-reklama.ru,a1-reklama-ru,https://avatars.mds.yandex.net/get-yapic/57243/XwVwvKrujZicbZPYqmT6yhOJosM-1/normal
29,2014.12,2014,12,https://reviews.yandex.ru/user/jb27uy8qf3d6ec6jx3qv0v0fcr,Karim Valiev,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
30,2014.12,2014,12,https://reviews.yandex.ru/user/rrr956vcx7kw9gmwp8wyqczu3m,wrathinya,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
31,2015.01,2015,1,https://reviews.yandex.ru/user/3zymjce89j5r9j931qttuhbqng,vapt.infosec,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
32,2015.01,2015,1,https://reviews.yandex.ru/user/u793wbwtmp98bahv14jc7f85h4,Сергей,https://avatars.mds.yandex.net/get-yapic/21493/enc-8944baff31052a38340a04ae113dcfc1/normal
33,2015.01,2015,1,https://reviews.yandex.ru/user/v7v2cwrefpu0kuqrkccjdecjz0,Кирилл Ермаков,https://avatars.mds.yandex.net/get-yapic/20706/enc-b42823171a8016044d61481dcae2e8e1ef2225aff6a621016f4dccad990b5d3e/normal
34,2015.01,2015,1,https://reviews.yandex.ru/user/cc6ym1pztk5r264nn67eyn1mjc,markserg2014,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
35,2015.01,2015,1,https://reviews.yandex.ru/user/qpbvgngph9nphucbetxupc9y68,t.bojarski,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
36,2015.01,2015,1,https://reviews.yandex.ru/user/4gb57hf3k95dym40aywuar7bhm,uptest1,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
37,2015.01,2015,1,https://reviews.yandex.ru/user/z35cn7nvz5r4z883ka5a1uxn18,wallarm,https://avatars.mds.yandex.net/get-yapic/24700/enc-8c36829d9edc704e6e02e4d855277b808e430d4567da84469f357aab822d23fa/normal
38,2015.01,2015,1,https://reviews.yandex.ru/user/bt497rk7b1mnjbt22q0uyu82em,Александр,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
39,2015.01,2015,1,https://reviews.yandex.ru/user/8w4e0x0j0513fcndkcc5ywz89m,Максим,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
40,2015.01,2015,1,https://reviews.yandex.ru/user/ba6kdxqzc95kpryn75pbeakv3r,pbssubhash,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
41,2015.01,2015,1,https://reviews.yandex.ru/user/z5ta5u51z60z0z4py5hq6darbr,reactors003,https://avatars.mds.yandex.net/get-yapic/15298/enc-f62b3809d654e6a7dc4ac673a6fd7bc5347c01f049496225c598572d5b2f5f19/normal
42,2015.01,2015,1,https://reviews.yandex.ru/user/nev757rvrzj8r2gj2qwfubx5z4,"""'><img src=...",https://avatars.mds.yandex.net/get-yapic/20706/enc-f3391dd957182565879e67dc8478d509167ffa2678df471bcfb0e941819c5921/normal
43,2015.01,2015,1,https://reviews.yandex.ru/user/5yuf931tfujekj36y0967twrxc,Nebeleizis,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
44,2015.01,2015,1,https://reviews.yandex.ru/user/c0pawaktxzueky65repf960y7m,Deepak Kivande,https://avatars.mds.yandex.net/get-yapic/25358/OuBLmltXuQy9iDbWBsf3SoHKgI-1/normal
45,2015.01,2015,1,https://reviews.yandex.ru/user/jb27uy8qf3d6ec6jx3qv0v0fcr,Karim Valiev,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
46,2015.01,2015,1,https://reviews.yandex.ru/user/pjcqu3vraynb49k5bak2h4g2cg,"'""></script>...",https://avatars.mds.yandex.net/get-yapic/21493/enc-0c3a4e555c1907a530c8c25bc2dfc6fcecf7ad62ca47f5ca8d54c29a7eec3d3f/normal
47,2015.01,2015,1,https://reviews.yandex.ru/user/wnjc4un1pqmtq4jyjxvqx5nz8m,JohnTolkien,https://avatars.mds.yandex.net/get-yapic/54535/enc-ee8b5044f90a5f7de52ed52e90b8a9e5b63ccc489e8a6ba55257f36f231a37b5/normal
48,2015.01,2015,1,https://reviews.yandex.ru/user/g88t8q2ezz2euwhx1pdtptrkdr,jaVasCript:/...,https://avatars.mds.yandex.net/get-yapic/47747/PaBs0y7bKD9sgJKxGUoxTsXxSuA-1/normal
49,2015.02,2015,2,https://reviews.yandex.ru/user/kbw1ccpa9me147frjc61yc6f5r,yaroslav.c7s,https://avatars.mds.yandex.net/get-yapic/21493/enc-326cdea79c1e3fcc7fb9dd997c0baab1b258976f2c3ad874aa76c9afbae08952/normal
50,2015.02,2015,2,https://reviews.yandex.ru/user/v7v2cwrefpu0kuqrkccjdecjz0,Кирилл Ермаков,https://avatars.mds.yandex.net/get-yapic/20706/enc-b42823171a8016044d61481dcae2e8e1ef2225aff6a621016f4dccad990b5d3e/normal
51,2015.02,2015,2,https://reviews.yandex.ru/user/a1-reklama.ru,a1-reklama-ru,https://avatars.mds.yandex.net/get-yapic/57243/XwVwvKrujZicbZPYqmT6yhOJosM-1/normal
52,2015.02,2015,2,https://reviews.yandex.ru/user/0yx3qwnpx2ata10bgh2hak4hrc,hamitsys,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
53,2015.02,2015,2,https://reviews.yandex.ru/user/m69nzkbcvcnt6kmj250cpdjntr,pyrk1,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
54,2015.02,2015,2,https://reviews.yandex.ru/user/gkcww7ygk37p7t8c83a8wp5e7m,Red Gate,https://avatars.mds.yandex.net/get-yapic/21377/enc-e69b43b04f1b065ee13055c2de99088898eee9008467e0d4eb455d6405be2647/normal
55,2015.02,2015,2,https://reviews.yandex.ru/user/rrr956vcx7kw9gmwp8wyqczu3m,wrathinya,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
56,2015.02,2015,2,https://reviews.yandex.ru/user/657fke6egw5fy9n4zzaz22dwc0,mauro.gentile,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
57,2015.02,2015,2,https://reviews.yandex.ru/user/cc6ym1pztk5r264nn67eyn1mjc,markserg2014,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
58,2015.02,2015,2,https://reviews.yandex.ru/user/3xmgret5u8ftqu2mgrk4ynf2pw,Yilmazlar  M...,https://avatars.mds.yandex.net/get-yapic/21493/enc-f8c14777821f0444a1bc91e084141650d7c6ebc802ca3e3cd8edf735145cef7f/normal
59,2015.02,2015,2,https://reviews.yandex.ru/user/caybcz29yhyxkam6fr60z5b1m8,abdullah,https://avatars.mds.yandex.net/get-yapic/28439/j26ZOs1S6o6ABeLUfIOzYd0Q4qY-1/normal
60,2015.02,2015,2,https://reviews.yandex.ru/user/986p12qmqxxqqxbpqczjkuy0tr,"\""\'><XSS""'",https://avatars.mds.yandex.net/get-yapic/27232/enc-d7ab76e880f60dabc273407f9d59fcdae40cc02b02b0d4422be058abebefb9db/normal
61,2015.02,2015,2,https://reviews.yandex.ru/user/8w4e0x0j0513fcndkcc5ywz89m,Максим,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
62,2015.02,2015,2,https://reviews.yandex.ru/user/u793wbwtmp98bahv14jc7f85h4,Сергей,https://avatars.mds.yandex.net/get-yapic/21493/enc-8944baff31052a38340a04ae113dcfc1/normal
63,2015.02,2015,2,https://reviews.yandex.ru/user/ze7zkdrrphhfuqufbz6jhyx6h0,vak,https://avatars.mds.yandex.net/get-yapic/24700/enc-ac77e708bf3eeb85fe0c1eb2dac05adfd733726ecc4a0453c3c5a8965aefa4e4/normal
64,2015.02,2015,2,https://reviews.yandex.ru/user/w4n6xjqmb5v6ymgnkmk6e2g738,j-run.j-run,https://avatars.mds.yandex.net/get-yapic/20706/enc-019837707ba713be84d0ca9ec3d3eb33c4dee480c3ee8b2bbffda8d80a1aeb77/normal
65,2015.02,2015,2,https://reviews.yandex.ru/user/nntw3q0a680p7v9nk5wxcehz4g,Gökmen GÜREŞÇİ,https://avatars.mds.yandex.net/get-yapic/26057/enc-e1fd4052e060b03cc0d884c0f7c9dd2f3cb39f0f2c39bbc7de853c2b99b61e0f/normal
66,2015.02,2015,2,https://reviews.yandex.ru/user/ua1dc6qweuh4x7zbgzjjd5a79c,C37HUN,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
67,2015.02,2015,2,https://reviews.yandex.ru/user/ba6kdxqzc95kpryn75pbeakv3r,pbssubhash,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
68,2015.02,2015,2,https://reviews.yandex.ru/user/b0ndq7v7v26gzghkn9nd6d3y50,dia2diab,https://avatars.mds.yandex.net/get-yapic/20706/enc-ed808d1b197e9c37e39aa85cf220546f21bb1204e03679d55741bc533f544e94/normal
69,2015.02,2015,2,https://reviews.yandex.ru/user/yn6knj6gfducr6pwxnvuu3tujm,"!'\'""\""><h1>...",https://avatars.mds.yandex.net/get-yapic/41409/enc-7efe465cbbad022741327fffc614c4000bb394c61243b08c124e76fceda2e066/normal
70,2015.02,2015,2,https://reviews.yandex.ru/user/pjcqu3vraynb49k5bak2h4g2cg,"'""></script>...",https://avatars.mds.yandex.net/get-yapic/21493/enc-0c3a4e555c1907a530c8c25bc2dfc6fcecf7ad62ca47f5ca8d54c29a7eec3d3f/normal
71,2015.02,2015,2,https://reviews.yandex.ru/user/c0pawaktxzueky65repf960y7m,Deepak Kivande,https://avatars.mds.yandex.net/get-yapic/25358/OuBLmltXuQy9iDbWBsf3SoHKgI-1/normal
72,2015.03,2015,3,https://reviews.yandex.ru/user/cc6ym1pztk5r264nn67eyn1mjc,markserg2014,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
73,2015.03,2015,3,https://reviews.yandex.ru/user/v7v2cwrefpu0kuqrkccjdecjz0,Кирилл Ермаков,https://avatars.mds.yandex.net/get-yapic/20706/enc-b42823171a8016044d61481dcae2e8e1ef2225aff6a621016f4dccad990b5d3e/normal
74,2015.03,2015,3,https://reviews.yandex.ru/user/yn6knj6gfducr6pwxnvuu3tujm,"!'\'""\""><h1>...",https://avatars.mds.yandex.net/get-yapic/41409/enc-7efe465cbbad022741327fffc614c4000bb394c61243b08c124e76fceda2e066/normal
75,2015.03,2015,3,https://reviews.yandex.ru/user/f7v5zmpxr1u44wdjzx3xyxf31g,petudan,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
76,2015.03,2015,3,https://reviews.yandex.ru/user/6ybq1ckh0wkz175gkt3twv0wu8,nitingoplani88,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
77,2015.03,2015,3,https://reviews.yandex.ru/user/jb27uy8qf3d6ec6jx3qv0v0fcr,Karim Valiev,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
78,2015.03,2015,3,https://reviews.yandex.ru/user/wvyq6a2fn1vc8vy41gfjpx8cmg,ismailsaygili,https://avatars.mds.yandex.net/get-yapic/21377/enc-718f28c5714104a1a4aef6fa49db0c28b7322137af20a436e8ca21c637075c08/normal
79,2015.03,2015,3,https://reviews.yandex.ru/user/c0pawaktxzueky65repf960y7m,Deepak Kivande,https://avatars.mds.yandex.net/get-yapic/25358/OuBLmltXuQy9iDbWBsf3SoHKgI-1/normal
80,2015.03,2015,3,https://reviews.yandex.ru/user/phef41vzganc25jyemx5axype8,Антон,https://avatars.mds.yandex.net/get-yapic/21377/enc-4f7d161059a905902406b5828dd1d39184b83f9f4d53edb40c2671af5bf262fc/normal
81,2015.03,2015,3,https://reviews.yandex.ru/user/b0ndq7v7v26gzghkn9nd6d3y50,dia2diab,https://avatars.mds.yandex.net/get-yapic/20706/enc-ed808d1b197e9c37e39aa85cf220546f21bb1204e03679d55741bc533f544e94/normal
82,2015.03,2015,3,https://reviews.yandex.ru/user/u89q56j1h81ukrefh8z1xg12dr,videns,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
83,2015.03,2015,3,https://reviews.yandex.ru/user/u793wbwtmp98bahv14jc7f85h4,Сергей,https://avatars.mds.yandex.net/get-yapic/21493/enc-8944baff31052a38340a04ae113dcfc1/normal
84,2015.03,2015,3,https://reviews.yandex.ru/user/8w4e0x0j0513fcndkcc5ywz89m,Максим,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
85,2015.03,2015,3,https://reviews.yandex.ru/user/nev757rvrzj8r2gj2qwfubx5z4,"""'><img src=...",https://avatars.mds.yandex.net/get-yapic/20706/enc-f3391dd957182565879e67dc8478d509167ffa2678df471bcfb0e941819c5921/normal
86,2015.04,2015,4,https://reviews.yandex.ru/user/yb5p0xx223ev9416xhg5b3dvv0,mduyunov,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
87,2015.04,2015,4,https://reviews.yandex.ru/user/nntw3q0a680p7v9nk5wxcehz4g,Gökmen GÜREŞÇİ,https://avatars.mds.yandex.net/get-yapic/26057/enc-e1fd4052e060b03cc0d884c0f7c9dd2f3cb39f0f2c39bbc7de853c2b99b61e0f/normal
88,2015.04,2015,4,https://reviews.yandex.ru/user/c0pawaktxzueky65repf960y7m,Deepak Kivande,https://avatars.mds.yandex.net/get-yapic/25358/OuBLmltXuQy9iDbWBsf3SoHKgI-1/normal
89,2015.04,2015,4,https://reviews.yandex.ru/user/v7v2cwrefpu0kuqrkccjdecjz0,Кирилл Ермаков,https://avatars.mds.yandex.net/get-yapic/20706/enc-b42823171a8016044d61481dcae2e8e1ef2225aff6a621016f4dccad990b5d3e/normal
90,2015.04,2015,4,https://reviews.yandex.ru/user/jb27uy8qf3d6ec6jx3qv0v0fcr,Karim Valiev,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
91,2015.04,2015,4,https://reviews.yandex.ru/user/f7v5zmpxr1u44wdjzx3xyxf31g,petudan,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
92,2015.04,2015,4,https://reviews.yandex.ru/user/u793wbwtmp98bahv14jc7f85h4,Сергей,https://avatars.mds.yandex.net/get-yapic/21493/enc-8944baff31052a38340a04ae113dcfc1/normal
93,2015.05,2015,5,https://reviews.yandex.ru/user/yn6knj6gfducr6pwxnvuu3tujm,"!'\'""\""><h1>...",https://avatars.mds.yandex.net/get-yapic/41409/enc-7efe465cbbad022741327fffc614c4000bb394c61243b08c124e76fceda2e066/normal
94,2015.05,2015,5,https://reviews.yandex.ru/user/71qt1n9k446x7cejnh2n2fev28,dnkolegov,https://avatars.mds.yandex.net/get-yapic/20706/enc-bc1f97d8fdf87d7130c64e000f78abe5b36f6645d0e7a1630d1f853ce42735a3/normal
95,2015.05,2015,5,https://reviews.yandex.ru/user/jb27uy8qf3d6ec6jx3qv0v0fcr,Karim Valiev,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
96,2015.05,2015,5,https://reviews.yandex.ru/user/bv2gbv5pdrdgptg6cb4uttap3c,Andrei Abakumov,https://avatars.mds.yandex.net/get-yapic/61207/tpmRzt6rOerzcHK5zaHAAjYDr0-1/normal
97,2015.05,2015,5,https://reviews.yandex.ru/user/19f225m8ud9huzqar021rthnu8,nn9899,https://avatars.mds.yandex.net/get-yapic/39803/enc-23c066b8a919924fca364abac1f9b072f57a963a57c7c3d06e5795fb306b0969/normal
98,2015.05,2015,5,https://reviews.yandex.ru/user/8w4e0x0j0513fcndkcc5ywz89m,Максим,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
99,2015.05,2015,5,https://reviews.yandex.ru/user/9z4ph3090yg1ptfbe9aarfgkrg,AAVezel,https://avatars.mds.yandex.net/get-yapic/59871/enc-767dfd3268d05291ae68cb55c2348023ec4d9d3bf5fd6f7822b3385f4256c5e4/normal
100,2015.05,2015,5,https://reviews.yandex.ru/user/cc6ym1pztk5r264nn67eyn1mjc,markserg2014,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
101,2015.05,2015,5,https://reviews.yandex.ru/user/c0pawaktxzueky65repf960y7m,Deepak Kivande,https://avatars.mds.yandex.net/get-yapic/25358/OuBLmltXuQy9iDbWBsf3SoHKgI-1/normal
102,2015.05,2015,5,https://reviews.yandex.ru/user/v7v2cwrefpu0kuqrkccjdecjz0,Кирилл Ермаков,https://avatars.mds.yandex.net/get-yapic/20706/enc-b42823171a8016044d61481dcae2e8e1ef2225aff6a621016f4dccad990b5d3e/normal
103,2015.05,2015,5,https://reviews.yandex.ru/user/fr7n3ehaenb6f51ekdnvvxgxmc,ozergoker,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
104,2015.06,2015,6,https://reviews.yandex.ru/user/yn6knj6gfducr6pwxnvuu3tujm,"!'\'""\""><h1>...",https://avatars.mds.yandex.net/get-yapic/41409/enc-7efe465cbbad022741327fffc614c4000bb394c61243b08c124e76fceda2e066/normal
105,2015.06,2015,6,https://reviews.yandex.ru/user/pjcqu3vraynb49k5bak2h4g2cg,"'""></script>...",https://avatars.mds.yandex.net/get-yapic/21493/enc-0c3a4e555c1907a530c8c25bc2dfc6fcecf7ad62ca47f5ca8d54c29a7eec3d3f/normal
106,2015.06,2015,6,https://reviews.yandex.ru/user/8w4e0x0j0513fcndkcc5ywz89m,Максим,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
107,2015.06,2015,6,https://reviews.yandex.ru/user/u89q56j1h81ukrefh8z1xg12dr,videns,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
108,2015.06,2015,6,https://reviews.yandex.ru/user/u793wbwtmp98bahv14jc7f85h4,Сергей,https://avatars.mds.yandex.net/get-yapic/21493/enc-8944baff31052a38340a04ae113dcfc1/normal
109,2015.06,2015,6,https://reviews.yandex.ru/user/bv2gbv5pdrdgptg6cb4uttap3c,Andrei Abakumov,https://avatars.mds.yandex.net/get-yapic/61207/tpmRzt6rOerzcHK5zaHAAjYDr0-1/normal
110,2015.06,2015,6,https://reviews.yandex.ru/user/3mp2hbdxttu2bxj96b2jc86p7r,hipolyu,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
111,2015.06,2015,6,https://reviews.yandex.ru/user/ebum52ba4061n8y89vqbg4z6kr,sumerokr,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
112,2015.06,2015,6,https://reviews.yandex.ru/user/c0pawaktxzueky65repf960y7m,Deepak Kivande,https://avatars.mds.yandex.net/get-yapic/25358/OuBLmltXuQy9iDbWBsf3SoHKgI-1/normal
113,2015.06,2015,6,https://reviews.yandex.ru/user/19f225m8ud9huzqar021rthnu8,nn9899,https://avatars.mds.yandex.net/get-yapic/39803/enc-23c066b8a919924fca364abac1f9b072f57a963a57c7c3d06e5795fb306b0969/normal
114,2015.06,2015,6,https://reviews.yandex.ru/user/v7v2cwrefpu0kuqrkccjdecjz0,Кирилл Ермаков,https://avatars.mds.yandex.net/get-yapic/20706/enc-b42823171a8016044d61481dcae2e8e1ef2225aff6a621016f4dccad990b5d3e/normal
115,2015.06,2015,6,https://reviews.yandex.ru/user/jb27uy8qf3d6ec6jx3qv0v0fcr,Karim Valiev,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
116,2015.06,2015,6,https://reviews.yandex.ru/user/5vvbyutww0j7cwkf439muceq9r,mehmet.nurcan,https://avatars.mds.yandex.net/get-yapic/15430/enc-de16bdcac03a57d4a3a67546e45bac7b77a4f0e3a84545fff30e68aba5941dea/normal
117,2015.07,2015,7,https://reviews.yandex.ru/user/8w4e0x0j0513fcndkcc5ywz89m,Максим,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
118,2015.07,2015,7,https://reviews.yandex.ru/user/9z4ph3090yg1ptfbe9aarfgkrg,AAVezel,https://avatars.mds.yandex.net/get-yapic/59871/enc-767dfd3268d05291ae68cb55c2348023ec4d9d3bf5fd6f7822b3385f4256c5e4/normal
119,2015.07,2015,7,https://reviews.yandex.ru/user/v7v2cwrefpu0kuqrkccjdecjz0,Кирилл Ермаков,https://avatars.mds.yandex.net/get-yapic/20706/enc-b42823171a8016044d61481dcae2e8e1ef2225aff6a621016f4dccad990b5d3e/normal
120,2015.07,2015,7,https://reviews.yandex.ru/user/986p12qmqxxqqxbpqczjkuy0tr,"\""\'><XSS""'",https://avatars.mds.yandex.net/get-yapic/27232/enc-d7ab76e880f60dabc273407f9d59fcdae40cc02b02b0d4422be058abebefb9db/normal
121,2015.07,2015,7,https://reviews.yandex.ru/user/5vvbyutww0j7cwkf439muceq9r,mehmet.nurcan,https://avatars.mds.yandex.net/get-yapic/15430/enc-de16bdcac03a57d4a3a67546e45bac7b77a4f0e3a84545fff30e68aba5941dea/normal
122,2015.07,2015,7,https://reviews.yandex.ru/user/f9dh54xc4vrg2f3wywfudatpqw,Dor3s1,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
123,2015.07,2015,7,https://reviews.yandex.ru/user/yaxm8gjepwzxhuppntbky53uxw,e3xpl0it,https://avatars.mds.yandex.net/get-yapic/20749/enc-73017efcb48a3e604d4c4f997fc2e921e78d40fd37be81f6ca2113571bb9b0cd/normal
124,2015.07,2015,7,https://reviews.yandex.ru/user/fr7n3ehaenb6f51ekdnvvxgxmc,ozergoker,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
125,2015.07,2015,7,https://reviews.yandex.ru/user/qjqmtrezpgdagnvb9d888d8wnm,d_a_g_e_s,https://avatars.mds.yandex.net/get-yapic/57243/enc-be2d9d2be9567edf29ecf2a6945727635789f9044bd2158f7e6f0f854d344c22/normal
126,2015.07,2015,7,https://reviews.yandex.ru/user/h6deuucw1na0fg8cf4xyjugg2g,titi.xavier,https://avatars.mds.yandex.net/get-yapic/0/0-0/normal
